"ID of id","ID of col1","idx"
4192,4188,2
4267,4223,5
4271,4268,2
4293,4268,3
4319,4310,2
4366,4355,2
4376,4367,2
4407,4406,1
4418,4406,2
4430,4406,3
4435,4431,3
4450,4436,2
4456,4451,2
4504,4493,3
4524,4521,2
4537,4534,2
4641,4622,2
4659,4642,2
4685,4669,2
4702,4622,3
4708,4703,2
4762,4746,2
4801,4785,2
4816,4802,2
4823,4802,3
4866,4857,2
4878,4867,2
4888,4867,3
4972,4967,2
4992,4967,3
5041,5036,5
